url,is_private,has_homepage,size,stars,watchers,has_projects,has_pages,has_wiki,has_discussions,forks,is_archived,is_disabled,open_issues,subscribers_count,created_at,updated_at,is_private_b,has_homepage_b,size_b,stars_b,watchers_b,has_projects_b,has_pages_b,has_wiki_b,has_discussions_b,forks_b,is_archived_b,is_disabled_b,open_issues_b,subscribers_count_b,stars_ratio,watchers_ratio,forks_ratio,size_ratio,commit_count,commit_count_b,commit_count_ratio,commit_decay,commit_decay_b,age_days,days_since_update,age_days_b,days_since_update_b,log_stars,log_watchers,log_forks,log_commit_count,open_issues_count,closed_issues_count,open_prs_count,closed_prs_count,used_by
https://github.com/zloirock/core-js,False,False,62787,24762,24762,False,True,False,True,1660,False,False,40,254,2013-07-17T16:32:27Z,2025-01-25T17:56:45Z,0,0,1,1,1,0,1,0,1,1,0,0,1,1,0.2172657956848672,0.2172657956848672,0.01456510866799449,0.550903299962271,510,1,0.00445488771062447,0.12111137497031584,1,4210,0,1,0,10.117065498980637,10.117065498980637,7.414572881350589,6.234410725718371,33,923,7,365,20022808
https://github.com/sindresorhus/p-cancelable,False,False,59,441,441,False,False,False,False,22,False,False,3,8,2016-11-28T10:27:44Z,2024-10-13T14:59:20Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.45794392523364486,0.45794392523364486,0.02284527518172378,0.0612668743509865,690,1,0.41742286751361163,0.2314659510231466,1,2980,104,1,1,6.089044875446846,6.089044875446846,3.091042453358316,6.536691597591305,3,16,0,20,0
https://github.com/fb55/entities,False,False,4549,331,331,False,False,False,False,64,False,False,4,5,2012-01-13T17:02:59Z,2025-01-24T20:41:59Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.06274881516587678,0.06274881516587678,0.012132701421800948,0.8623696682464455,900,1,0.145748987854251,0.1889962200755985,1,4761,1,1,1,5.802118375377063,5.802118375377063,4.1588830833596715,6.802394763324311,1,40,3,1668,20928144
https://github.com/paradigmxyz/reth,False,True,88008,4276,4276,True,True,False,True,1355,False,False,307,60,2022-09-15T23:05:57Z,2025-01-25T16:27:57Z,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0.04367053056222234,0.04367053056222234,0.013838533421845479,0.8988204054537099,30,1,0.00030629434886926337,0.03476245654692932,1,862,0,1,0,8.360773272144936,8.360773272144936,7.2115567333138015,3.4011973816621555,233,3487,74,10070,0
https://github.com/yarnpkg/yarn,False,True,119826,41478,41478,True,False,False,False,2733,False,False,2068,555,2016-01-19T17:39:16Z,2025-01-25T06:03:31Z,0,1,1,1,1,1,0,0,0,1,0,0,1,1,0.20182468432961098,0.20182468432961098,0.013298299394204802,0.5830523319465732,510,1,0.0024754277393520202,0.15477996965098634,1,3294,0,1,0,10.63291844517332,10.63291844517332,7.913155185928068,6.234410725718371,1864,4730,204,2142,226487
https://github.com/tokio-rs/tokio,False,True,14201,27747,27747,False,False,False,True,2543,False,False,326,314,2016-09-09T22:31:36Z,2025-01-25T20:09:06Z,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.38410531853041335,0.38410531853041335,0.035203078712035214,0.19658628422713806,480,1,0.006600841607304932,0.1568627450980392,1,3059,0,1,0,10.23088300522237,10.23088300522237,7.841099765422119,6.173786103901937,287,2087,39,3965,476562
https://github.com/python/typeshed,False,False,25399,4468,4468,True,False,False,False,1788,False,False,263,76,2015-03-05T04:51:28Z,2025-01-25T18:35:30Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.12368850870636437,0.12368850870636437,0.04949755003737231,0.703125432549899,540,1,0.014728745601832911,0.14937759336099585,1,3614,0,1,0,8.404696160189092,8.404696160189092,7.488852955733459,6.29156913955832,190,2520,73,10625,0
https://github.com/ethereum/remix-project,False,True,251427,2561,2561,True,False,True,False,1066,False,False,796,68,2020-03-20T07:49:48Z,2025-01-25T16:18:07Z,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0.009941191312617666,0.009941191312617666,0.004137957805252023,0.9759796595695126,90,1,0.00034923653014105275,0.050761421319796954,1,1772,0,1,0,7.848153086199526,7.848153086199526,6.97166860472579,4.499809670330265,755,1485,41,3293,0
https://github.com/streetsidesoftware/cspell-dicts,False,False,431354,230,230,True,False,True,True,213,False,False,35,6,2017-03-24T14:25:08Z,2025-01-24T18:58:43Z,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0.0005323741340240309,0.0005323741340240309,0.0004930247415092112,0.9984422269904427,180,1,0.00041646710951002644,0.06282722513089005,1,2864,1,1,1,5.438079308923196,5.438079308923196,5.3612921657094255,5.19295685089021,34,182,1,3776,0
https://github.com/heim-rs/darwin-libproc,False,True,54,8,8,False,False,False,False,23,False,False,6,2,2019-08-13T12:48:25Z,2025-01-08T20:44:12Z,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0.08602150537634409,0.08602150537634409,0.24731182795698925,0.5806451612903226,14,1,0.1308411214953271,0.007024586051179127,1,1992,17,1,1,2.0794415416798357,2.0794415416798357,3.1354942159291497,2.6390573296152584,2,1,4,3,0
https://github.com/browserslist/browserslist,False,True,4360,13122,13122,False,True,False,True,720,False,False,42,140,2014-12-13T19:35:45Z,2025-01-25T13:50:10Z,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.41891201634529435,0.41891201634529435,0.022985570169837825,0.13919039713957349,390,1,0.01229740808475752,0.10549093859886394,1,3696,0,1,0,9.482045489904824,9.482045489904824,6.579251212010101,5.966146739123692,37,486,5,291,29442505
https://github.com/clap-rs/clap,False,True,20067,14647,14647,False,True,False,True,1072,False,False,348,68,2015-02-25T13:36:33Z,2025-01-25T14:41:50Z,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0.2904249201911447,0.2904249201911447,0.02125592370075149,0.39789423591695916,120,1,0.002373746365200878,0.033121722329561135,1,3622,0,1,0,9.591990815318308,9.591990815318308,6.977281341630747,4.787491742782046,318,1751,30,2682,0
https://github.com/node-fetch/node-fetch,False,False,1268,8822,8822,False,False,False,True,1036,False,False,210,89,2015-01-26T07:29:26Z,2025-01-21T20:50:40Z,0,0,1,1,1,0,0,0,1,1,0,0,1,1,0.44224984960898334,0.44224984960898334,0.05193503108081011,0.06356526970122318,300,1,0.014816278150928487,0.08212428141253764,1,3652,4,1,1,9.085003880664885,9.085003880664885,6.943122422819428,5.703782474656201,174,736,36,682,11603422
https://github.com/epoberezkin/fast-json-stable-stringify,False,False,93,295,295,True,False,True,False,34,False,False,21,4,2017-10-24T09:07:57Z,2025-01-24T05:22:30Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.41143654114365413,0.41143654114365413,0.04741980474198047,0.1297071129707113,270,1,0.2735562310030395,0.1018483591097699,1,2650,1,1,1,5.68697535633982,5.68697535633982,3.5263605246161616,5.598421958998375,7,2,14,55,31206656
https://github.com/import-js/eslint-plugin-import,False,False,4183,5619,5619,False,False,True,False,1576,False,False,600,37,2015-03-15T00:21:57Z,2025-01-25T07:55:53Z,0,0,1,1,1,0,0,1,0,1,0,0,1,1,0.3305877507795493,0.3305877507795493,0.09272224510207684,0.2461022533388245,780,1,0.04387691961523316,0.21636615811373092,1,3604,0,1,0,8.633908991112198,8.633908991112198,7.362645270417825,6.659293919683638,506,1509,94,1000,0
https://github.com/axios/axios,False,True,17673,106210,106210,True,False,False,True,10998,False,False,696,1186,2014-08-18T22:30:27Z,2025-01-25T20:59:55Z,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.4405390495704941,0.4405390495704941,0.04561762985760563,0.0733042710014061,810,1,0.0033484772696268307,0.21243115656963021,1,3812,0,1,0,11.573173545315585,11.573173545315585,9.30546871706776,6.697034247666484,561,4189,135,1610,0
https://github.com/tklauser/numcpus,False,True,1079,26,26,False,False,True,False,10,False,False,0,3,2018-12-13T16:31:43Z,2025-01-21T10:08:16Z,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0.022787028921998246,0.022787028921998246,0.008764241893076249,0.9456617002629273,540,1,0.32123735871505055,0.24150268336314848,1,2235,4,1,1,3.258096538021482,3.258096538021482,2.302585092994046,6.29156913955832,0,1,0,112,0
https://github.com/debug-js/debug,False,False,417,11204,11204,False,False,False,False,944,False,False,80,139,2011-11-29T02:23:54Z,2025-01-25T10:27:16Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.47137027220329,0.47137027220329,0.039715595944297195,0.017543859649122806,180,1,0.00751597143930853,0.03744539213646765,1,4806,0,1,0,9.324026136379999,9.324026136379999,6.8501261661455,5.19295685089021,59,587,21,299,41109824
https://github.com/mattn/go-runewidth,False,False,153,619,619,True,False,True,False,95,False,False,16,13,2013-06-21T04:56:50Z,2025-01-13T07:44:22Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.4165545087483176,0.4165545087483176,0.0639300134589502,0.10296096904441454,600,1,0.28763183125599234,0.14160962945480293,1,4236,12,1,1,6.428105272684596,6.428105272684596,4.553876891600541,6.396929655216146,10,23,6,41,131040
https://github.com/walletconnect/walletconnect-monorepo,False,False,94214,1490,1490,True,False,True,True,729,False,False,70,73,2018-08-26T14:02:36Z,2025-01-25T03:12:42Z,0,0,1,1,1,1,0,1,1,1,0,0,1,1,0.01521603709036692,0.01521603709036692,0.007444624858307037,0.9621233009609591,510,1,0.005181189235317424,0.21748400852878466,1,2344,0,1,0,7.306531398939505,7.306531398939505,6.591673732008658,6.234410725718371,46,1300,24,1211,0
https://github.com/eslint/eslint,False,True,45186,25473,25473,True,False,False,True,4628,False,False,97,316,2013-06-29T23:59:48Z,2025-01-25T15:54:56Z,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0.2528086542278682,0.2528086542278682,0.04593092497022628,0.4484517665740373,690,1,0.0068013799901429275,0.16319772942289498,1,4227,0,1,0,10.145374346667474,10.145374346667474,8.439880088313567,6.536691597591305,87,10366,10,7698,24222636
https://github.com/consensys/teku,False,True,540810,692,692,False,True,True,True,305,False,False,153,34,2018-09-07T09:30:05Z,2025-01-24T21:52:06Z,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0.0012755783881629274,0.0012755783881629274,0.0005622130179041805,0.99688663020577,180,1,0.00033168779333639224,0.07715387912558937,1,2332,0,1,0,6.539585955617669,6.539585955617669,5.720311776607412,5.19295685089021,140,2564,13,6293,0
https://github.com/rich-harris/magic-string,False,False,1260,2444,2444,True,False,True,False,116,False,False,30,15,2014-11-03T23:10:14Z,2025-01-22T14:11:23Z,0,0,1,1,1,1,0,1,0,1,0,0,1,1,0.3901660280970626,0.3901660280970626,0.018518518518518517,0.20114942528735633,30,1,0.004766444232602479,0.008029978586723769,1,3735,3,1,1,7.8013913202914855,7.8013913202914855,4.7535901911063645,3.4011973816621555,21,58,9,210,14944689
https://github.com/redux-saga/redux-saga,False,True,9473,22533,22533,True,True,True,True,1968,False,False,39,249,2015-11-29T16:58:12Z,2025-01-24T07:40:09Z,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0.3987647548091387,0.3987647548091387,0.03482754349018705,0.16764294689153555,720,1,0.012581473779859157,0.21518230723251644,1,3345,1,1,1,10.022736180354121,10.022736180354121,7.584773077612199,6.579251212010101,30,1461,9,880,0
https://github.com/immerjs/immer,False,True,5838,27987,27987,True,True,True,False,851,False,False,53,155,2017-12-29T12:25:47Z,2025-01-25T13:20:49Z,0,1,1,1,1,1,1,1,0,1,0,0,1,1,0.44662719627212233,0.44662719627212233,0.013580581842554618,0.09316502561320077,750,1,0.011827227855487045,0.2901353965183752,1,2584,0,1,0,10.23949539562907,10.23949539562907,6.7464121285733745,6.620073206530356,33,631,20,464,0
https://github.com/wevm/isows,False,False,240,49,49,False,False,False,False,5,False,False,3,4,2023-10-08T06:04:44Z,2025-01-05T22:48:22Z,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0.14285714285714285,0.14285714285714285,0.014577259475218658,0.6997084548104956,270,1,0.44045676998368677,0.5672268907563025,1,475,19,1,1,3.8918202981106265,3.8918202981106265,1.6094379124341003,5.598421958998375,2,2,1,15,0
https://github.com/yahoo/serialize-javascript,False,False,309,2833,2833,True,False,False,False,182,False,False,39,36,2014-09-16T16:07:16Z,2025-01-22T20:35:22Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.46012668507389964,0.46012668507389964,0.0295598505765795,0.05018677927562124,240,1,0.03751758636861029,0.06340819022457067,1,3784,3,1,1,7.949091499830517,7.949091499830517,5.204006687076795,5.480638923341991,30,29,9,119,0
https://github.com/postcss/autoprefixer,False,True,8190,21779,21779,False,True,False,False,1257,False,False,40,377,2013-03-14T05:04:51Z,2025-01-25T02:55:45Z,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0.41088576549382133,0.41088576549382133,0.023714743892085652,0.15451372512027167,120,1,0.0022588235294117645,0.027675276752767528,1,4335,0,1,0,9.988701481750608,9.988701481750608,7.136483208590247,4.787491742782046,39,1118,1,339,22612081
https://github.com/bradfitz/iter,False,True,3,298,298,True,False,True,False,12,False,False,0,5,2014-01-24T04:11:58Z,2024-11-29T08:23:44Z,0,1,1,1,1,1,0,1,0,1,0,0,0,1,0.4877250409165303,0.4877250409165303,0.019639934533551555,0.004909983633387889,4,1,0.0065040650406504065,0.0009950248756218905,1,4019,57,1,1,5.697093486505405,5.697093486505405,2.4849066497880004,1.3862943611198906,0,7,0,4,0
https://github.com/google/btree,False,False,64,4000,4000,True,False,False,False,421,False,False,12,80,2014-07-31T17:56:24Z,2025-01-25T10:32:31Z,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0.4714201532115498,0.4714201532115498,0.049616971125515615,0.007542722451384797,630,1,0.06911684037301152,0.16440501043841335,1,3831,0,1,0,8.294049640102028,8.294049640102028,6.042632833682381,6.4457198193855785,9,13,3,32,50232
https://github.com/electron/node-chromium-pickle-js,False,False,11,22,22,True,False,False,False,11,True,False,3,14,2015-04-24T01:49:23Z,2023-05-03T16:26:15Z,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,17,1,0.20481927710843373,0.004768583450210378,1,3564,633,1,1,3.091042453358316,3.091042453358316,2.3978952727983707,2.833213344056216,1,0,2,2,0
https://github.com/gregberge/svgr,False,True,15924,10652,10652,False,False,False,True,425,False,False,121,35,2017-09-01T21:38:42Z,2025-01-25T03:11:55Z,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.28289910498499454,0.28289910498499454,0.011287281225931532,0.4229145088040794,600,1,0.015685044310250175,0.22197558268590456,1,2702,0,1,0,9.273502946933823,9.273502946933823,6.052089168924417,6.396929655216146,107,501,14,323,10233154
https://github.com/libp2p/go-libp2p,False,False,59122,6190,6190,True,False,False,True,1102,False,False,270,181,2015-09-30T23:24:32Z,2025-01-24T19:21:38Z,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0.08525701063302298,0.08525701063302298,0.0151782270949259,0.8143077516390281,900,1,0.012244231606443187,0.2643171806167401,1,3404,1,1,1,8.730690365678642,8.730690365678642,7.004881989712859,6.802394763324311,233,1010,37,1786,8300
https://github.com/ethers-io/ethers.js,False,True,157522,8081,8081,False,False,False,True,1921,False,False,565,103,2016-07-16T04:35:37Z,2025-01-25T05:56:52Z,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0.04601805187779391,0.04601805187779391,0.010939324051137496,0.8970245721932747,210,1,0.0011944373346984046,0.06739409499358151,1,3115,0,1,0,8.997270906233448,8.997270906233448,7.560601162768557,5.3471075307174685,416,2275,149,479,614308
